Departamento,Localidad,Nivel Jurisdiccional,Nombre de Institución,CUE-Anexo,Inicial,Primario,Secundario,Superior
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA Nº 955 ""LIBERTADOR DE AMERICA""",1801326-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA Nº 956 ""NUESTRA SEÑORA DE LA MEDALLA MILAGROSA""",1801442-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA Nº 957 ""DR. JUAN RAMON FERNANDEZ""",1801464-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA Nº 962,1801526-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA Nº 983,1801831-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA Nº 986,1801926-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 18 ""LAUDENCIO BARRIOS""",1800366-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 19 ""DIRECTOR RAMON MARCELINO SOSA""",1800387-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 28,1800639-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 34,1800680-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 45 ""SINFOROSO AGUIRRE""",1800434-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 46,1800637-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 6 ""PAPA FRANCISCO""",1800679-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 9,1800385-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PRIMARIA  Nº 371 ""GENERAL TORIBIO DE LUZURIAGA""",1801219-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA PRIMARIA DE ADOLESCENTES Y ADULTOS Nº 74,1801143-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 10 ""REMEDIOS ESCALADA DE SAN MARTIN""",1800576-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 13 ""REPUBLICA DEL PERU""",1800535-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA PRIMARIA Nº 985,1801917-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 1 ""JUAN JOSE SILVA""",1801135-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 60,1801220-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"ESCUELA TALLER DE ADAPTACION Y CAPACITACION LABORAL Nº 1 ""HAROLD ANDRES FORES""",1801327-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº  1 - ESCUELA Nº 275,1800546-02,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº  2 - ESCUELA Nº 258 ""REPUBLICA DEL PARAGUAY""",1800180-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº  2 - ESCUELA Nº 607 ""BERNARDINO RIVADAVIA""",1800180-02,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº  3 - ESCUELA Nº 12 ""ALTE. GUILLERMO BROWN""",1801134-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº  3 - ESCUELA Nº 157 ""TERCER ORDEN FRANCISCANA""",1801134-02,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº  3 - ESCUELA Nº 808 ""DR.VICTORIANO E.MONTES""",1801134-04,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 1 (SEDE) - ESCUELA Nº 146,1800546-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº 14 - ESCUELA Nº 299 ""JUAN ALFREDO ASUAD""",1801575-02,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº 14 - ESCUELA Nº 9 ""GUSTAVO S.GOMEZ""",1801575-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 14 (SEDE) - ESCUELA Nº 10,1801575-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 15 - ESCUELA Nº 291,1801576-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 15 (SEDE),1801576-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº 2 (SEDE) - ESCUELA Nº 353 ""DR.FELIX MA.GOMEZ""",1800180-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº 25 ""AVIONCITO DE PAPEL"" (SEDE) - ESCUELA Nº 606",1801579-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº 3 (SEDE) - ESCUELA Nº 6 ""PUBLIO ESCOBAR""",1801134-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 40 - ESCUELA Nº 280,1801580-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 40 - ESCUELA Nº 356,1801580-02,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 40 - ESCUELA Nº 375,1801580-03,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 40 (SEDE) - ESCUELA Nº 957,1801580-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº 41 ""HUELLITAS"" - ESCUELA Nº 962",1801581-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,"J.I.N. Nº 41 ""RATITA PRESUMIDA"" (SEDE) - ESCUELA Nº 368",1801581-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 47 - ESCUELA Nº 430,1801625-02,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 47 - ESCUELA Nº 5,1801625-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Consejo General de Educacion,J.I.N. Nº 47 (SEDE) - ESCUELA Nº 8,1801625-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO N° 6 DE PRODUCCION DE INDUMENTARIA,1801826-06,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO N° 7 DE AUTOMATIZACION Y ROBOTICA,1801826-07,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO N° 8 DE METALMECANICA / SOLDADURA,1801826-08,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO Nº 1 DE INSTALACIONES DOMICILIARIAS,1801826-01,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO Nº 2 DE METALMECANICA-SOLDADURA,1801826-02,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO Nº 3 DE INFORMATICA,1801826-03,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO Nº 4 DE CONSTRUCCIONES,1801826-04,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,ATM-ANEXO Nº 5 DE INSTALACIONES SANITARIAS Y DE GAS DOMICILIARIAS,1801826-05,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"CENTRO DE FORMACION PROFESIONAL ""NTRA.SRA.DE LA MISERICORDIA""",1801405-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""BERNARDINO RIVADAVIA""",1800820-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""BRIGADIER GRAL. PEDRO FERRE""",1800417-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""CARMEN M. DE LLANO""",1801644-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""CONSTRUCCIONES PORTUARIAS Y VIAS NAVEGABLES""",1801551-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""FRAY LUIS BELTRAN""",1801404-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""JUANA MANSO""",1800140-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA U.O.C.R.A.""ISLAS MALVINAS""",1801423-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Educación Tecnico Profesional,"EXTENSION AULICA QUE FUNCIONA EN LA FABRICA TEXTIL ""TIPOITI S.A.T.I.C."" (C.F.P. ""DON ELIAS ABAD"")",1801402-01,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"C.A.R.I.D.I.JESUS NAZARENO ESC.ESP.""ANGELA LLANO DE IGLESIA""",1800644-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,CENTRO DEL NIÑO ESPECIAL IE-5,1801468-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,CENTRO INTEGRAL CRUZ ROJA ARGENTINA I.P.P.65,1801430-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"CENTRO PROFESIONAL ""NIÑO JESUS"" I.P. 13",1801424-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO ""SAINT PATRICK COLLEGE""",1801177-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO DEL ""SAGRADO CORAZON"" Y JARDIN DE INF. ""EL PATITO FEO""",1800057-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO E INSTITUTO ""SAN JOSE"" I.2",1801173-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO INFORMATICO ""SAN JUAN DE VERA""",1801110-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO PRIVADO ""CENTRO DE ESTUDIOS V. C."" IS-15",1801258-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO PRIVADO ""JOHN KENNEDY"" I.P.P.14 - I.P.35 - I.S.7",1800425-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO PRIVADO ""JOHN KENNEDY"" PARA ADOLESCENTES Y ADULTOS IS-A-A.1",1801800-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO PRIVADO ""UNITED WORLD SCHOOL"" I.P.83 Y JARDIN DE INFANTES ""UNITED WORLD KINDER"" IPP-74",1801802-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO PRIVADO CATOLICO ""DEL SANTISIMO SACRAMENTO"" IS-1",1800695-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"COLEGIO SALESIANO Y ANEXO NIVEL INICIAL ""EL SALTIMBANQUI"" IP-6",1801178-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,COLEGIO SANTA ANA IPP-9/IP-48/IS-58,1800752-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA ""SAGRADO CORAZÓN DE JESÚS"" IP 13",1800413-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA DE EDUCACION ESPECIAL Y PROF.""INSTITUTO PELLETIER""",1801162-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,ESCUELA DE JARDINERÍA Y PAISAJISMO - I.PROF.35,1801438-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,ESCUELA PARA SORDOS E HIPOACÚSICOS CORRIENTES ORAL I.E.6,1801436-00,NO,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,ESCUELA PIA UNION STA.TERESITA DEL NINO JESUS,1800633-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,ESCUELA PRIVADA TARAGUI,1800504-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA PROF.""DR.JOSE FRANCISCO SOLER"" Y JARDIN DE INFANTES ""MEDALLA MILAGROSA"" I.P.P.66",1801380-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA PROFESIONAL ""MARÍA DE NAZARETH"" I. PROF- 7",1801397-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA PROFESIONAL ""SAN BENITO""",1801828-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA PROFESIONAL ""SAN PABLO"" I.PROF.12",1801375-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA PROFESIONAL ""SANTA MARÍA DE LOS ANGELES"" I.PROF.24",1801482-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"ESCUELA SECUNDARIA ""DR. JOSE FRANCISCO SOLER"" IS-14",1801233-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"IINSTITUTO PRIVADO ""SAN BENITO"" IP-55 - IS-11",1801212-00,NO,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INST.DE ATENCION A LA DIVERSIDAD ""SAN EXPEDITO"" (I.A.D.S.E.) IE.11",1801699-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INST.PRIV.DE EDUC.ESPECIAL CORRIENTES E INST.SUP.ARGENTINO,1800635-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO ""CAMILO GOLGI"" I.T-52",1801815-00,NO,NO,NO,SI
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO ""FE Y ALEGRIA"" IPP.43-IP.54-IS.68",1801359-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO ""JUAN MANUEL DE ROSAS"" IT.40",1801658-00,NO,NO,NO,SI
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO ""NUESTRO FUTURO"" Y JARDIN DE INFANTES ""EL PATO PECO"" IP-76/IPP-26",1801205-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO ""SAINT MARTIN"" IS.41",1801549-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO ADVENTISTA DE CORRIENTES IP-25 e IS-64,1800096-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO DE APOYO ESCOLAR ""RIO PARANA"" E.P-86",1801523-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO DE EDUCACIÓN ESPECIAL ""INTEGRAR"" IE-9 I.S-75",1801524-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO DE ENSENANZA PRIVADA YAPEYU,1801179-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO DE ENSEÑANZA PRIVADA ""AMANECER"" IPP.29 / IP.68",1800380-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO DE ENSEÑANZA PRIVADA ""CREA""",1801521-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO DE ENSEÑANZA PRIVADA MAHATMA GANDHI,1800426-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO DE FORM.Y CAPACIT.""CRUZ ROJA ARG."" FILIAL CTES.",1801430-00,NO,NO,NO,SI
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO DEL NORDESTE DE ENSEÑANZA ACELERADA PARA ADULTOS IS.31,1801456-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO NUESTRA SENORA DE LA MISERICORDIA I-29,1801164-00,NO,NO,SI,SI
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO NUEVO HORIZONTE I.P.P.6 - I.P.37 - I.S.65,1801203-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO PIO XI I-7,1801112-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO ""CENTRO CULTURAL CORRENTINO"" IS-26",1801428-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO ""KINDER WORLD SCHOOL"" IPP-52",1801454-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO ""MONSEÑOR RAMON ROUBINEAU"" I-32",1800125-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO ""NUEVA ESCUELA"" IPP.34 - IP.51 - IS.38",1801234-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO ""NUEVA GENERACION"" IPP.60-IP.73",1801569-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO ""REAL SOCIEDAD"" IPP.54-IP.69",1801517-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO ""SAN BENITO"" PARA ADOLESCENTES JOVENES Y ADULTOS I.S.11",1801772-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO PRIVADO CATOLICO ""NUESTRA SEÑORA DE ITATI"" IS-2",1800414-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO PRIVADO KIDS SCHOOL IPP-25 IP-53 IS-55,1801243-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO PRIVADO MECENAS-QUELUC S.R.L.,1801371-00,SI,SI,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO SUPERIOR ""SAN JOSE"" I.27",1801144-00,NO,NO,NO,SI
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"INSTITUTO SUPERIOR ""SEMPER"" I.T.14",1801427-00,NO,NO,NO,SI
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO SUPERIOR DE INFORMÁTICA Y ADMINISTRACIÓN LT-7,1801477-00,NO,NO,NO,SI
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,INSTITUTO SUPERIOR HUMANISTICO CORRIENTES IS.36/ILT-1,1800117-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"JARDIN DE IFANTES PRIVADO ""LUNA GORDA"" IPP-33",1801239-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"JARDÍN DE INFANTES ""EL CONEJITO AZUL"" IPP 2",1800623-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"JARDIN DE INFANTES ""EL MUNDO DE LOS JUEGOS"" IPP-84",1801869-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,"JARDIN DE INFANTES ""LOS VALIJITAS"" E INSTITUTO ""LOS VALIJAS"" IPP-75 / I.P-82",1801803-00,SI,SI,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,JARDÍN DE INFANTES BICHITO DE LUZ I.P.P.57,1801520-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,JARDÍN DE INFANTES EL PATITO FEO IPP-44,1800057-01,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,JARDÍN DE INFANTES LUNA DE PAPEL IPP.4,1800643-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Enseñanza Privada,JARDÍN DE INFANTES MIS PRIMEROS PASOS I.P.P.30,1801253-00,SI,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"ANEXO TALLER INSTITUTO ""CARMEN MOLINA DE LLANO""",1801644-01,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 10,1801629-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 11,1801701-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 4,1800824-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 5,1800382-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 8,1800488-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 9,1801425-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"CENTRO DE FORMACION PROFESIONAL ""DON ELIAS ABAD""",1801402-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,CENTRO DE FORMACION PROFESIONAL Unidad Penitenciaria N 1,1801734-00,NO,NO,NO,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""AGOP SEFERIAN""",1800443-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""BARRIO SANTA CATALINA""",1801919-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""BRIG.GRAL.PEDRO FERRE""",1801139-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""CAUTIVAS CORRENTINAS""",1801527-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DR. LUIS FEDERICO LELOIR""",1800666-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DR. RENE FAVALORO""",1801480-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DR.ELOY MIGUEL ORTEGA""",1801352-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""EDGAR ROMERO MACIEL"" ",1801498-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""FERNANDO PIRAGINE NIVEYRO""",1801550-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""FRAY JOSE DE LA QUINTANA""",1801432-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""GENERAL SAN MARTIN""",1801114-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""GRAL. MANUEL BELGRANO""",1801163-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""IBERA""",1801559-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""ING.ELISEO POPOLIZIO""",1801767-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JOSE MARIA PONCE""",1801624-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JUANA F.CABRAL""",1801763-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""OLGA COSSETTINI""",1801473-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PRESIDENTE DR. ARTURO FRONDIZI"" ",1801472-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PTE. DR. RAUL RICARDO ALFONSIN""",1801558-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PTE. JUAN DOMINGO PERON""",1801497-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PTE.DR.ARTURO UMBERTO ILLIA""",1800441-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PTE.HIPOLITO YRIGOYEN""",1801481-00,NO,NO,SI,NO
CAPITAL,CORRIENTES,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL BARRIO ONGAY,1801897-00,NO,NO,SI,NO
